date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:43:15	4638/4638	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/logo/apple-icon-180x180.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/logo/apple-icon-180x180.webp	(from https://techwize.com/)
16:43:15	4216/4216	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/logo/android-icon-192x192.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/logo/android-icon-192x192.webp	(from https://techwize.com/)
16:43:15	700/700	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/logo/favicon-32x32.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/logo/favicon-32x32.webp	(from https://techwize.com/)
16:43:16	2118/2118	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/logo/favicon-96x96.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/logo/favicon-96x96.webp	(from https://techwize.com/)
16:43:16	368/368	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/logo/favicon-16x16.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/logo/favicon-16x16.webp	(from https://techwize.com/)
16:43:16	714/714	---M-Z	200	added ('OK')	application/json	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/logo/manifest.json	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/logo/manifest.json	(from https://techwize.com/)
16:43:17	194902/194902	---M-Z	200	added ('OK')	text/css	date:Thu,%2002%20May%202024%2010:08:01%20GMT	https://techwize.com/assets/css/bootstrap.min.css	C:/Users/HP/Desktop/techwize/techwize.com/assets/css/bootstrap.min.css	(from https://techwize.com/)
16:43:18	83979/83979	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2010:42:36%20GMT	https://techwize.com/assets/css/home.min.css?v=23052024.1	C:/Users/HP/Desktop/techwize/techwize.com/assets/css/home.min7ae4.css	(from https://techwize.com/)
16:43:19	9453/9453	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/logo/logo.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/logo/logo.svg	(from https://techwize.com/)
16:43:19	86659/86659	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	C:/Users/HP/Desktop/techwize/ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	(from https://techwize.com/)
16:43:20	100364/100364	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:19%20GMT	https://techwize.com/discover-techwize	C:/Users/HP/Desktop/techwize/techwize.com/discover-techwize.html	(from https://techwize.com/)
16:43:20	129764/129764	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:20%20GMT	https://techwize.com/our-team	C:/Users/HP/Desktop/techwize/techwize.com/our-team.html	(from https://techwize.com/)
16:43:21	93100/93100	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:21%20GMT	https://techwize.com/erp-crm-services	C:/Users/HP/Desktop/techwize/techwize.com/erp-crm-services.html	(from https://techwize.com/)
16:43:22	110006/110006	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:21%20GMT	https://techwize.com/erp-crm-services/salesforce	C:/Users/HP/Desktop/techwize/techwize.com/erp-crm-services/salesforce.html	(from https://techwize.com/)
16:43:22	102372/102372	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:22%20GMT	https://techwize.com/erp-crm-services/microsoft-dynamics-365	C:/Users/HP/Desktop/techwize/techwize.com/erp-crm-services/microsoft-dynamics-365.html	(from https://techwize.com/)
16:43:23	102629/102629	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:22%20GMT	https://techwize.com/erp-crm-services/oracle-netsuite	C:/Users/HP/Desktop/techwize/techwize.com/erp-crm-services/oracle-netsuite.html	(from https://techwize.com/)
16:43:23	96120/96120	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:23%20GMT	https://techwize.com/erp-crm-services/sage-intacct	C:/Users/HP/Desktop/techwize/techwize.com/erp-crm-services/sage-intacct.html	(from https://techwize.com/)
16:43:24	96206/96206	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:24%20GMT	https://techwize.com/marketing-automation	C:/Users/HP/Desktop/techwize/techwize.com/marketing-automation.html	(from https://techwize.com/)
16:43:25	95603/95603	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:24%20GMT	https://techwize.com/business-intelligence	C:/Users/HP/Desktop/techwize/techwize.com/business-intelligence.html	(from https://techwize.com/)
16:43:25	95376/95376	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:25%20GMT	https://techwize.com/sharepoint-services	C:/Users/HP/Desktop/techwize/techwize.com/sharepoint-services.html	(from https://techwize.com/)
16:43:26	102964/102964	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:25%20GMT	https://techwize.com/servicenow-consulting	C:/Users/HP/Desktop/techwize/techwize.com/servicenow-consulting.html	(from https://techwize.com/)
16:43:26	105503/105503	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:26%20GMT	https://techwize.com/odoo-services	C:/Users/HP/Desktop/techwize/techwize.com/odoo-services.html	(from https://techwize.com/)
16:43:27	98244/98244	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:27%20GMT	https://techwize.com/it-helpdesk	C:/Users/HP/Desktop/techwize/techwize.com/it-helpdesk.html	(from https://techwize.com/)
16:43:28	105658/105658	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:27%20GMT	https://techwize.com/web-mobile	C:/Users/HP/Desktop/techwize/techwize.com/web-mobile.html	(from https://techwize.com/)
16:43:28	90255/90255	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:28%20GMT	https://techwize.com/web-mobile/asp-net-development	C:/Users/HP/Desktop/techwize/techwize.com/web-mobile/asp-net-development.html	(from https://techwize.com/)
16:43:29	94714/94714	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:28%20GMT	https://techwize.com/web-mobile/php-development	C:/Users/HP/Desktop/techwize/techwize.com/web-mobile/php-development.html	(from https://techwize.com/)
16:43:29	99489/99489	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:29%20GMT	https://techwize.com/web-mobile/python-development	C:/Users/HP/Desktop/techwize/techwize.com/web-mobile/python-development.html	(from https://techwize.com/)
16:43:30	94359/94359	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:30%20GMT	https://techwize.com/web-mobile/javascript-development	C:/Users/HP/Desktop/techwize/techwize.com/web-mobile/javascript-development.html	(from https://techwize.com/)
16:43:31	91572/91572	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:30%20GMT	https://techwize.com/web-mobile/mobile-app-development	C:/Users/HP/Desktop/techwize/techwize.com/web-mobile/mobile-app-development.html	(from https://techwize.com/)
16:43:31	96045/96045	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:31%20GMT	https://techwize.com/web-mobile/software-testing	C:/Users/HP/Desktop/techwize/techwize.com/web-mobile/software-testing.html	(from https://techwize.com/)
16:43:32	113542/113542	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:31%20GMT	https://techwize.com/ai-ml-data-analytics	C:/Users/HP/Desktop/techwize/techwize.com/ai-ml-data-analytics.html	(from https://techwize.com/)
16:43:32	64354/64354	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:32%20GMT	https://techwize.com/improved-apps	C:/Users/HP/Desktop/techwize/techwize.com/improved-apps.html	(from https://techwize.com/)
16:43:33	64592/64592	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:33%20GMT	https://techwize.com/gomeddo	C:/Users/HP/Desktop/techwize/techwize.com/gomeddo.html	(from https://techwize.com/)
16:43:34	64857/64857	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:33%20GMT	https://techwize.com/syskit	C:/Users/HP/Desktop/techwize/techwize.com/syskit.html	(from https://techwize.com/)
16:43:34	64726/64726	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:34%20GMT	https://techwize.com/acbis	C:/Users/HP/Desktop/techwize/techwize.com/acbis.html	(from https://techwize.com/)
16:43:35	73213/73213	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:34%20GMT	https://techwize.com/engagement-models	C:/Users/HP/Desktop/techwize/techwize.com/engagement-models.html	(from https://techwize.com/)
16:43:35	75934/75934	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:35%20GMT	https://techwize.com/case-studies	C:/Users/HP/Desktop/techwize/techwize.com/case-studies.html	(from https://techwize.com/)
16:43:36	96292/96292	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:36%20GMT	https://techwize.com/blog	C:/Users/HP/Desktop/techwize/techwize.com/blog.html	(from https://techwize.com/)
16:43:36	106178/106178	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:36%20GMT	https://techwize.com/careers	C:/Users/HP/Desktop/techwize/techwize.com/careers.html	(from https://techwize.com/)
16:43:37	61201/61201	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2015:43:37%20GMT	https://techwize.com/contact-us	C:/Users/HP/Desktop/techwize/techwize.com/contact-us.html	(from https://techwize.com/)
16:43:37	529/529	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/menu.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/menu.svg	(from https://techwize.com/)
16:43:37	626/626	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/close.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/close.svg	(from https://techwize.com/)
16:43:38	1101/1101	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/location.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/location.svg	(from https://techwize.com/)
16:43:38	1391/1391	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/email.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/email.svg	(from https://techwize.com/)
16:43:38	3194/3194	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/call.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/call.svg	(from https://techwize.com/)
16:43:39	421/421	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/linkedin.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/linkedin.svg	(from https://techwize.com/)
16:43:39	978/978	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/shape/triangle.webp?tr=w-56,h-61	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/shape/triangle25f3.webp	(from https://techwize.com/)
16:43:39	513/513	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/arrow-right.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/arrow-right.svg	(from https://techwize.com/)
16:43:40	14642/14642	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/slider/it_consulting_company_1.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/slider/it_consulting_company_1.webp	(from https://techwize.com/)
16:43:40	2796/2796	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/senior-it-professionals.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/senior-it-professionals.svg	(from https://techwize.com/)
16:43:40	1274/1274	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/clients.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/clients.svg	(from https://techwize.com/)
16:43:41	7951/7951	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/salesforce.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/salesforce.svg	(from https://techwize.com/)
16:43:41	513/513	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/microsoft-dynamics.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/microsoft-dynamics.svg	(from https://techwize.com/)
16:43:42	3392/3392	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/oracle-net-suite.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/oracle-net-suite.svg	(from https://techwize.com/)
16:43:42	3284/3284	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/sage.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/sage.svg	(from https://techwize.com/)
16:43:42	2988/2988	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/marketing-automation.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/marketing-automation.svg	(from https://techwize.com/)
16:43:42	5341/5341	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/business-intelligence.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/business-intelligence.svg	(from https://techwize.com/)
16:43:43	1465/1465	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/servicenow-icon.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/servicenow-icon.svg	(from https://techwize.com/)
16:43:43	3112/3112	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/web-mobile.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/web-mobile.svg	(from https://techwize.com/)
16:43:43	4636/4636	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/ai-ml-data-analytics.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/ai-ml-data-analytics.svg	(from https://techwize.com/)
16:43:43	1011/1011	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/shape/cloud.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/shape/cloud.svg	(from https://techwize.com/)
16:43:44	808/808	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/dedicated-resource.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/dedicated-resource.svg	(from https://techwize.com/)
16:43:44	654/654	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/time.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/time.svg	(from https://techwize.com/)
16:43:44	1744/1744	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/team-hiring.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/team-hiring.svg	(from https://techwize.com/)
16:43:45	2365/2365	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/fixed-cost.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/fixed-cost.svg	(from https://techwize.com/)
16:43:45	3930/3930	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/manufacturing.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/manufacturing.svg	(from https://techwize.com/)
16:43:45	1275/1275	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/bank.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/bank.svg	(from https://techwize.com/)
16:43:46	3075/3075	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/insurance.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/insurance.svg	(from https://techwize.com/)
16:43:46	5243/5243	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/travel-hospitality.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/travel-hospitality.svg	(from https://techwize.com/)
16:43:46	2813/2813	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/retail-ecommerce.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/retail-ecommerce.svg	(from https://techwize.com/)
16:43:46	5654/5654	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/logistics-supply-chain.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/logistics-supply-chain.svg	(from https://techwize.com/)
16:43:47	5393/5393	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/healthcare.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/healthcare.svg	(from https://techwize.com/)
16:43:47	5844/5844	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/utilities.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/utilities.svg	(from https://techwize.com/)
16:43:47	4997/4997	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/lifestyle.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/lifestyle.svg	(from https://techwize.com/)
16:43:48	3462/3462	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/automotive.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/automotive.svg	(from https://techwize.com/)
16:43:48	2818/2818	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/education.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/education.svg	(from https://techwize.com/)
16:43:48	5172/5172	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/entertainment.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/entertainment.svg	(from https://techwize.com/)
16:43:49	668/668	---M--	200	added ('OK')	image/webp	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/testimonial/quote-blue.webp	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/testimonial/quote-blue.webp	(from https://techwize.com/)
16:43:49	803/803	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2022%20Jul%202024%2023:50:03%20GMT	https://techwize.com/assets/images/icon/ic-email.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/icon/ic-email.svg	(from https://techwize.com/)
16:43:50	3534/3534	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2022%20Jul%202024%2023:50:02%20GMT	https://techwize.com/assets/images/icon/ic-phone.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/icon/ic-phone.svg	(from https://techwize.com/)
16:43:50	1904/1904	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2022%20Jul%202024%2023:50:03%20GMT	https://techwize.com/assets/images/icon/ic-location.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/icon/ic-location.svg	(from https://techwize.com/)
16:43:50	9307/9307	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/logo/logo-footer.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/logo/logo-footer.svg	(from https://techwize.com/)
16:43:51	1446/1446	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/pdf.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/pdf.svg	(from https://techwize.com/)
16:43:52	407/407	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/assets/images/svg-icons/arrow-up.svg	C:/Users/HP/Desktop/techwize/techwize.com/assets/images/svg-icons/arrow-up.svg	(from https://techwize.com/)
16:43:53	60404/60404	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20May%202024%2010:08:01%20GMT	https://techwize.com/assets/js/bootstrap.min.js	C:/Users/HP/Desktop/techwize/techwize.com/assets/js/bootstrap.min.js	(from https://techwize.com/)
16:43:53	2886795/2886795	---M--	200	added ('OK')	application/pdf	date:Thu,%2002%20May%202024%2010:08:00%20GMT	https://techwize.com/TechWize__Brochure.pdf	C:/Users/HP/Desktop/techwize/techwize.com/TechWize__Brochure.pdf	(from https://techwize.com/)
16:43:54	42863/42863	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20May%202024%2010:08:01%20GMT	https://techwize.com/assets/js/slick.min.js	C:/Users/HP/Desktop/techwize/techwize.com/assets/js/slick.min.js	(from https://techwize.com/)
16:43:54	4157/4157	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20May%202024%2010:08:01%20GMT	https://techwize.com/assets/js/jquery.meanmenu.min.js	C:/Users/HP/Desktop/techwize/techwize.com/assets/js/jquery.meanmenu.min.js	(from https://techwize.com/)
16:43:54	8415/8415	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20May%202024%2010:08:01%20GMT	https://techwize.com/assets/js/wow.js	C:/Users/HP/Desktop/techwize/techwize.com/assets/js/wow.js	(from https://techwize.com/)
16:43:54	5584/5584	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20May%202024%2010:08:01%20GMT	https://techwize.com/assets/js/tilt.jquery.js	C:/Users/HP/Desktop/techwize/techwize.com/assets/js/tilt.jquery.js	(from https://techwize.com/)
16:43:55	9826/9826	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20May%202024%2010:29:54%20GMT	https://techwize.com/assets/js/custom.js	C:/Users/HP/Desktop/techwize/techwize.com/assets/js/custom.js	(from https://techwize.com/)
